fixture_id,fixture_opta_id,gameweek,team_h_id,team_h_opta_id,team_h_name,team_h_short_name,team_a_id,team_a_opta_id,team_a_name,team_a_short_name,team_h_score,team_a_score,kickoff_time,finished,started,team_h_difficulty,team_a_difficulty
1,2615244,1,16,2961,Degerfors IF,DEG,3,3056,IK Sirius,IKS,0,3,2026-04-04T13:00:00Z,True,True,,
2,2615239,1,2,1987,Hammarby,HAM,14,2360,Mjällby AIF,MAIF,3,0,2026-04-04T13:00:00Z,True,True,,
3,2615238,1,12,195,AIK,AIK,15,466,Halmstads BK,HBK,2,1,2026-04-05T12:00:00Z,True,True,,
4,2615245,1,10,2594,Kalmar FF,KFF,29,6211,Västerås SK,VSK,0,1,2026-04-05T12:00:00Z,True,True,,
5,2615241,1,25,417,Örgryte IS,ÖIS,1,993,Malmö FF,MFF,1,1,2026-04-05T14:30:00Z,True,True,,
8,2615242,1,6,1959,BK Häcken,BKH,21,2352,BP,BP,2,2,2026-04-06T12:00:00Z,True,True,,
6,2615243,1,5,375,IF Elfsborg,IFE,4,244,IFK Göteborg,GBG,2,0,2026-04-06T12:00:00Z,True,True,,
7,2615240,1,30,670,GAIS,GAIS,7,1406,Djurgården,DIF,0,1,2026-04-06T14:30:00Z,True,True,,
9,2615247,2,4,244,IFK Göteborg,GBG,6,1959,BK Häcken,BKH,0,2,2026-04-11T13:00:00Z,True,True,,
10,2615248,2,14,2360,Mjällby AIF,MAIF,25,417,Örgryte IS,ÖIS,0,2,2026-04-11T13:00:00Z,True,True,,
11,2615252,2,29,6211,Västerås SK,VSK,5,375,IF Elfsborg,IFE,2,2,2026-04-11T13:00:00Z,True,True,,
12,2615246,2,7,1406,Djurgården,DIF,10,2594,Kalmar FF,KFF,3,2,2026-04-12T12:00:00Z,True,True,,
13,2615253,2,15,466,Halmstads BK,HBK,16,2961,Degerfors IF,DEG,0,3,2026-04-12T12:00:00Z,True,True,,
14,2615249,2,1,993,Malmö FF,MFF,30,670,GAIS,GAIS,3,1,2026-04-12T14:30:00Z,True,True,,
15,2615250,2,21,2352,BP,BP,12,195,AIK,AIK,2,2,2026-04-13T17:00:00Z,True,True,,
16,2615251,2,3,3056,IK Sirius,IKS,2,1987,Hammarby,HAM,2,0,2026-04-13T17:00:00Z,True,True,,
17,2615259,3,16,2961,Degerfors IF,DEG,5,375,IF Elfsborg,IFE,0,1,2026-04-17T17:00:00Z,True,True,,
18,2615255,3,7,1406,Djurgården,DIF,1,993,Malmö FF,MFF,0,1,2026-04-17T17:00:00Z,True,True,,
19,2615261,3,15,466,Halmstads BK,HBK,4,244,IFK Göteborg,GBG,1,1,2026-04-18T13:00:00Z,True,True,,
20,2615256,3,2,1987,Hammarby,HAM,25,417,Örgryte IS,ÖIS,8,1,2026-04-18T13:00:00Z,True,True,,
22,2615260,3,3,3056,IK Sirius,IKS,29,6211,Västerås SK,VSK,4,1,2026-04-18T13:00:00Z,True,True,,
21,2615258,3,14,2360,Mjällby AIF,MAIF,21,2352,BP,BP,3,0,2026-04-18T13:00:00Z,True,True,,
23,2615254,3,12,195,AIK,AIK,10,2594,Kalmar FF,KFF,1,0,2026-04-19T12:00:00Z,True,True,,
24,2615257,3,6,1959,BK Häcken,BKH,30,670,GAIS,GAIS,2,1,2026-04-19T14:30:00Z,True,True,,
26,2615262,4,2,1987,Hammarby,HAM,15,466,Halmstads BK,HBK,1,1,2026-04-22T17:00:00Z,True,True,,
25,2615266,4,5,375,IF Elfsborg,IFE,7,1406,Djurgården,DIF,2,1,2026-04-22T17:00:00Z,True,True,,
28,2615264,4,25,417,Örgryte IS,ÖIS,21,2352,BP,BP,1,2,2026-04-22T17:00:00Z,True,True,,
27,2615268,4,29,6211,Västerås SK,VSK,6,1959,BK Häcken,BKH,3,3,2026-04-22T17:00:00Z,True,True,,
29,2615267,4,16,2961,Degerfors IF,DEG,12,195,AIK,AIK,2,1,2026-04-23T17:00:00Z,True,True,,
30,2615263,4,30,670,GAIS,GAIS,14,2360,Mjällby AIF,MAIF,0,0,2026-04-23T17:00:00Z,True,True,,
31,2615269,4,10,2594,Kalmar FF,KFF,4,244,IFK Göteborg,GBG,1,1,2026-04-23T17:00:00Z,True,True,,
32,2615265,4,1,993,Malmö FF,MFF,3,3056,IK Sirius,IKS,2,3,2026-04-23T17:00:00Z,True,True,,
34,2615271,5,7,1406,Djurgården,DIF,2,1987,Hammarby,HAM,1,1,2026-04-26T12:00:00Z,True,True,,
33,2615276,5,21,2352,BP,BP,29,6211,Västerås SK,VSK,1,2,2026-04-26T14:30:00Z,True,True,,
35,2615272,5,4,244,IFK Göteborg,GBG,30,670,GAIS,GAIS,2,2,2026-04-26T14:30:00Z,True,True,,
36,2615270,5,12,195,AIK,AIK,1,993,Malmö FF,MFF,0,1,2026-04-27T17:00:00Z,True,True,,
37,2615274,5,6,1959,BK Häcken,BKH,3,3056,IK Sirius,IKS,2,2,2026-04-27T17:00:00Z,True,True,,
38,2615277,5,10,2594,Kalmar FF,KFF,5,375,IF Elfsborg,IFE,2,1,2026-04-27T17:00:00Z,True,True,,
39,2615275,5,14,2360,Mjällby AIF,MAIF,15,466,Halmstads BK,HBK,2,0,2026-04-27T17:00:00Z,True,True,,
40,2615273,5,25,417,Örgryte IS,ÖIS,16,2961,Degerfors IF,DEG,1,1,2026-04-27T17:00:00Z,True,True,,
41,2615283,6,16,2961,Degerfors IF,DEG,6,1959,BK Häcken,BKH,1,1,2026-05-02T13:00:00Z,True,True,,
42,2615284,6,3,3056,IK Sirius,IKS,10,2594,Kalmar FF,KFF,3,2,2026-05-02T13:00:00Z,True,True,,
45,2615279,6,2,1987,Hammarby,HAM,29,6211,Västerås SK,VSK,3,0,2026-05-03T12:00:00Z,True,True,,
46,2615281,6,1,993,Malmö FF,MFF,14,2360,Mjällby AIF,MAIF,2,3,2026-05-03T12:00:00Z,True,True,,
44,2615280,6,30,670,GAIS,GAIS,25,417,Örgryte IS,ÖIS,4,0,2026-05-03T14:30:00Z,True,True,,
43,2615282,6,5,375,IF Elfsborg,IFE,12,195,AIK,AIK,1,1,2026-05-03T14:30:00Z,True,True,,
47,2615278,6,7,1406,Djurgården,DIF,4,244,IFK Göteborg,GBG,6,0,2026-05-04T17:00:00Z,True,True,,
48,2615285,6,15,466,Halmstads BK,HBK,21,2352,BP,BP,1,3,2026-05-04T17:00:00Z,True,True,,
49,2615289,7,5,375,IF Elfsborg,IFE,21,2352,BP,BP,2,0,2026-05-08T17:00:00Z,True,True,,
50,2615290,7,16,2961,Degerfors IF,DEG,14,2360,Mjällby AIF,MAIF,1,4,2026-05-09T13:00:00Z,True,True,,
55,2615287,7,4,244,IFK Göteborg,GBG,2,1987,Hammarby,HAM,0,1,2026-05-09T13:00:00Z,True,True,,
51,2615292,7,29,6211,Västerås SK,VSK,30,670,GAIS,GAIS,0,1,2026-05-09T13:00:00Z,True,True,,
52,2615286,7,12,195,AIK,AIK,7,1406,Djurgården,DIF,2,4,2026-05-10T12:00:00Z,True,True,,
54,2615293,7,10,2594,Kalmar FF,KFF,15,466,Halmstads BK,HBK,2,0,2026-05-10T12:00:00Z,True,True,,
53,2615288,7,6,1959,BK Häcken,BKH,1,993,Malmö FF,MFF,3,2,2026-05-10T14:30:00Z,True,True,,
56,2615291,7,3,3056,IK Sirius,IKS,25,417,Örgryte IS,ÖIS,2,0,2026-05-11T17:00:00Z,True,True,,
57,2615296,8,30,670,GAIS,GAIS,16,2961,Degerfors IF,DEG,1,1,2026-05-16T13:00:00Z,True,True,,
58,2615301,8,15,466,Halmstads BK,HBK,5,375,IF Elfsborg,IFE,1,1,2026-05-16T13:00:00Z,True,True,,
59,2615299,8,21,2352,BP,BP,10,2594,Kalmar FF,KFF,1,0,2026-05-17T12:00:00Z,True,True,,
60,2615295,8,2,1987,Hammarby,HAM,1,993,Malmö FF,MFF,4,1,2026-05-17T12:00:00Z,True,True,,
61,2615298,8,14,2360,Mjällby AIF,MAIF,6,1959,BK Häcken,BKH,0,1,2026-05-17T14:30:00Z,True,True,,
63,2615300,8,29,6211,Västerås SK,VSK,12,195,AIK,AIK,1,1,2026-05-17T14:30:00Z,True,True,,
